event_id	cycle	source	x	y	polarity	occurrence_timestamp_ns	theta_idx
0	3056	12	112	84	0	3056529001	11
1	3350	12	112	84	0	3350847001	12
2	3382	25	109	86	0	3382886000	11
3	4091	12	112	84	0	4091502001	5
4	4101	28	112	86	0	4101324001	5
5	4106	36	112	87	0	4106671000	6
6	4110	41	109	88	0	4110570000	6
7	4110	46	114	88	0	4110991001	6
8	4110	47	115	88	0	4110892000	6
9	4121	56	108	90	0	4121701001	6
10	4121	59	111	90	0	4121865000	6
11	4132	0	108	83	0	4132252001	7
12	4134	1	109	83	0	4134497000	7
13	4136	8	108	84	0	4136600001	7
14	4137	2	110	83	0	4137036001	7
15	4138	1	109	83	0	4138172001	7
16	4139	2	110	83	0	4139587000	7
17	4139	9	109	84	0	4139117000	7
18	4140	3	111	83	0	4140708000	7
19	4141	0	108	83	1	4141718001	7
20	4141	10	110	84	0	4141665000	7
21	4141	16	108	85	0	4141644000	7
22	4143	2	110	83	0	4143234000	7
23	4143	3	111	83	0	4143174001	7
24	4143	4	112	83	1	4143163001	7
25	4143	9	109	84	0	4143253001	7
26	4144	8	108	84	1	4144024001	7
27	4144	10	110	84	0	4144189001	7
28	4144	11	111	84	0	4144696000	7
29	4144	17	109	85	0	4144125000	7
30	4145	4	112	83	0	4145988000	7
31	4145	24	108	86	0	4145950000	7
32	4146	5	113	83	0	4146709001	7
33	4146	18	110	85	0	4146523001	7
34	4147	1	109	83	1	4147081000	7
35	4147	3	111	83	0	4147363001	7
36	4147	10	110	84	0	4147501001	7
37	4147	11	111	84	0	4147185000	7
38	4147	25	109	86	0	4147559001	7
39	4148	12	112	84	0	4148074001	7
40	4148	17	109	85	0	4148702000	7
41	4148	18	110	85	0	4148676001	7
42	4149	4	112	83	0	4149591001	7
43	4149	5	113	83	0	4149326001	7
44	4149	6	114	83	0	4149146001	7
45	4149	19	111	85	0	4149701000	7
46	4150	12	112	84	0	4150735001	7
47	4150	13	113	84	0	4150932001	7
48	4150	16	108	85	1	4150110001	7
49	4150	25	109	86	0	4150233000	7
50	4150	26	110	86	0	4150743001	7
51	4150	32	108	87	0	4150517001	7
52	4151	6	114	83	0	4151695000	7
53	4151	9	109	84	1	4151164001	7
54	4151	11	111	84	0	4151782001	7
55	4151	18	110	85	0	4151889001	7
56	4151	20	112	85	0	4151871000	7
57	4152	7	115	83	0	4152942000	7
58	4152	19	111	85	0	4152698001	7
59	4152	33	109	87	0	4152895001	7
60	4153	5	113	83	0	4153114000	7
61	4153	12	112	84	0	4153700001	7
62	4153	13	113	84	0	4153496001	7
63	4153	14	114	84	0	4153686001	7
64	4153	26	110	86	0	4153745001	7
65	4153	27	111	86	0	4153643000	7
66	4154	2	110	83	1	4154533001	7
67	4154	3	111	83	0	4154122001	7
68	4154	4	112	83	0	4154197000	7
69	4154	20	112	85	0	4154333001	7
70	4154	40	108	88	0	4154952001	7
71	4155	6	114	83	0	4155057000	7
72	4155	17	109	85	1	4155189000	7
73	4155	21	113	85	0	4155607000	7
74	4155	34	110	87	0	4155358000	7
75	4156	7	115	83	0	4156952001	7
76	4156	11	111	84	0	4156417001	7
77	4156	14	114	84	1	4156403001	7
78	4156	15	115	84	0	4156515000	7
79	4156	27	111	86	0	4156661000	7
80	4156	33	109	87	0	4156549001	7
81	4156	41	109	88	0	4156923000	7
82	4157	10	110	84	1	4157755001	7
83	4157	13	113	84	0	4157759000	7
84	4157	19	111	85	0	4157102001	7
85	4157	20	112	85	0	4157439000	7
86	4157	22	114	85	0	4157826000	7
87	4157	26	110	86	0	4157355000	7
88	4157	28	112	86	0	4157252000	7
89	4158	2	110	83	1	4158252001	7
90	4158	5	113	83	0	4158000001	7
91	4158	6	114	83	0	4158233000	7
92	4158	12	112	84	0	4158439001	7
93	4158	21	113	85	0	4158601001	7
94	4158	34	110	87	0	4158973000	7
95	4158	35	111	87	0	4158405001	7
96	4159	15	115	84	0	4159182001	7
97	4159	25	109	86	1	4159004000	7
98	4159	27	111	86	0	4159752001	7
99	4159	29	113	86	0	4159407001	7
100	4159	42	110	88	0	4159808001	7
101	4160	10	110	84	1	4160939000	8
102	4160	14	114	84	0	4160474001	7
103	4160	22	114	85	0	4160617001	7
104	4160	28	112	86	0	4160609001	7
105	4160	41	109	88	0	4160133001	7
106	4160	48	108	89	0	4160706001	8
107	4161	3	111	83	1	4161070000	8
108	4161	18	110	85	1	4161843001	8
109	4161	23	115	85	0	4161258000	8
110	4161	35	111	87	0	4161957001	8
111	4161	36	112	87	0	4161466001	8
112	4161	49	109	89	0	4161522001	8
113	4162	7	115	83	0	4162566001	8
114	4162	13	113	84	0	4162968000	8
115	4162	15	115	84	0	4162949001	8
116	4162	20	112	85	0	4162116001	8
117	4162	29	113	86	0	4162128000	8
118	4162	30	114	86	0	4162622000	8
119	4162	43	111	88	0	4162382001	8
120	4163	1	109	83	1	4163476000	8
121	4163	21	113	85	0	4163077001	8
122	4163	23	115	85	0	4163906001	8
123	4163	33	109	87	1	4163829000	8
124	4163	37	113	87	0	4163482001	8
125	4163	42	110	88	0	4163033000	8
126	4164	22	114	85	0	4164554000	8
127	4164	28	112	86	0	4164518001	8
128	4164	36	112	87	0	4164052001	8
129	4164	43	111	88	0	4164646001	8
130	4164	50	110	89	0	4164135001	8
131	4165	14	114	84	0	4165488000	8
132	4165	18	110	85	1	4165244001	8
133	4165	26	110	86	1	4165312000	8
134	4165	27	111	86	0	4165600001	8
135	4165	29	113	86	0	4165920000	8
136	4165	30	114	86	0	4165591000	8
137	4165	31	115	86	0	4165554000	8
138	4165	35	111	87	0	4165574000	8
139	4165	44	112	88	0	4165087000	8
140	4165	57	109	90	0	4165790001	8
141	4166	3	111	83	1	4166224000	8
142	4166	11	111	84	1	4166889001	8
143	4166	17	109	85	1	4166027000	8
144	4166	24	108	86	1	4166090001	8
145	4166	37	113	87	0	4166169000	8
146	4166	38	114	87	0	4166992001	8
147	4166	41	109	88	1	4166944001	8
148	4166	43	111	88	0	4166875001	8
149	4166	49	109	89	0	4166660000	8
150	4166	50	110	89	0	4166554001	8
151	4167	15	115	84	0	4167046000	8
152	4167	36	112	87	0	4167139000	8
153	4167	44	112	88	0	4167268000	8
154	4167	51	111	89	0	4167079001	8
155	4168	9	109	84	1	4168331001	8
156	4168	22	114	85	0	4168304000	8
157	4168	23	115	85	0	4168988000	8
158	4168	26	110	86	1	4168947000	8
159	4168	31	115	86	0	4168466000	8
160	4168	45	113	88	0	4168166000	8
161	4168	58	110	90	0	4168695000	8
162	4169	38	114	87	0	4169759000	8
163	4170	11	111	84	1	4170984001	8
164	4170	29	113	86	0	4170878001	8
165	4170	30	114	86	0	4170728001	8
166	4170	34	110	87	1	4170763001	8
167	4170	36	112	87	0	4170644000	8
168	4170	37	113	87	0	4170240000	8
169	4170	39	115	87	0	4170191000	8
170	4170	44	112	88	0	4170417001	8
171	4170	45	113	88	0	4170897000	8
172	4170	51	111	89	0	4170285000	8
173	4170	52	112	89	0	4170262001	8
174	4170	57	109	90	0	4170974001	8
175	4171	3	111	83	1	4171925001	8
176	4171	10	110	84	1	4171994001	8
177	4171	19	111	85	1	4171514001	8
178	4171	28	112	86	0	4171405000	8
179	4171	43	111	88	0	4171429000	8
180	4171	46	114	88	0	4171658001	8
181	4171	58	110	90	0	4171723000	8
182	4171	59	111	90	0	4171590001	8
183	4172	4	112	83	1	4172084001	8
184	4172	27	111	86	1	4172808000	8
185	4172	31	115	86	0	4172485001	8
186	4172	39	115	87	0	4172765001	8
187	4172	49	109	89	1	4172230000	8
188	4172	53	113	89	0	4172665001	8
189	4173	23	115	85	0	4173547000	8
190	4173	52	112	89	0	4173063000	8
191	4174	12	112	84	1	4174637001	8
192	4174	25	109	86	1	4174752001	8
193	4174	37	113	87	0	4174029001	8
194	4174	38	114	87	0	4174348001	8
195	4174	44	112	88	0	4174100000	8
196	4174	46	114	88	0	4174268001	8
197	4174	47	115	88	0	4174909000	8
198	4174	59	111	90	0	4174075001	8
199	4174	60	112	90	0	4174468001	8
200	4175	19	111	85	1	4175405001	8
201	4175	30	114	86	0	4175804000	8
202	4175	34	110	87	1	4175993001	8
203	4175	42	110	88	1	4175030000	8
204	4175	45	113	88	0	4175124000	8
205	4175	51	111	89	0	4175233000	8
206	4175	53	113	89	0	4175174001	8
207	4175	54	114	89	0	4175430000	8
208	4176	4	112	83	1	4176068001	8
209	4176	58	110	90	0	4176430000	8
210	4177	27	111	86	1	4177241000	8
211	4177	31	115	86	0	4177106001	8
212	4177	46	114	88	0	4177840000	8
213	4177	47	115	88	0	4177105001	8
214	4177	52	112	89	0	4177521000	8
215	4177	54	114	89	0	4177867000	8
216	4177	57	109	90	1	4177282001	8
217	4177	59	111	90	0	4177498000	8
218	4177	60	112	90	0	4177997001	8
219	4178	26	110	86	1	4178038001	8
220	4178	39	115	87	0	4178670000	8
221	4178	45	113	88	0	4178857001	8
222	4178	53	113	89	0	4178488001	8
223	4178	61	113	90	0	4178328001	8
224	4179	11	111	84	1	4179245001	8
225	4179	20	112	85	1	4179833001	8
226	4179	42	110	88	1	4179014000	8
227	4179	50	110	89	1	4179101000	8
228	4179	55	115	89	0	4179278000	8
229	4180	12	112	84	1	4180010000	8
230	4180	35	111	87	1	4180413001	8
231	4180	47	115	88	0	4180049001	8
232	4180	62	114	90	0	4180942001	8
233	4181	46	114	88	0	4181473001	8
234	4181	54	114	89	0	4181540001	8
235	4181	59	111	90	0	4181108001	8
236	4182	27	111	86	1	4182120001	8
237	4182	28	112	86	1	4182689000	8
238	4182	43	111	88	1	4182767001	8
239	4182	52	112	89	0	4182514001	8
240	4182	53	113	89	0	4182342001	8
241	4182	55	115	89	0	4182116001	8
242	4182	61	113	90	0	4182467000	8
243	4183	18	110	85	1	4183851001	8
244	4183	19	111	85	1	4183323001	8
245	4183	39	115	87	0	4183386000	8
246	4183	47	115	88	0	4183517001	8
247	4183	50	110	89	1	4183614000	8
248	4183	58	110	90	1	4183367001	8
249	4183	60	112	90	0	4183019001	8
250	4183	62	114	90	0	4183930000	8
251	4184	20	112	85	1	4184539001	8
252	4184	35	111	87	1	4184965001	8
253	4184	63	115	90	0	4184305001	8
254	4185	4	112	83	0	4185356000	8
255	4185	12	112	84	1	4185323001	8
256	4185	54	114	89	0	4185811001	8
257	4187	3	111	83	0	4187665000	9
258	4187	28	112	86	1	4187728000	9
259	4187	43	111	88	1	4187114001	9
260	4187	55	115	89	0	4187398001	9
261	4187	63	115	90	0	4187077000	9
262	4188	20	112	85	1	4188682000	9
263	4188	36	112	87	1	4188492000	9
264	4188	51	111	89	1	4188851000	9
265	4188	61	113	90	0	4188025000	9
266	4188	62	114	90	0	4188892000	9
267	4189	12	112	84	0	4189158000	9
268	4189	58	110	90	1	4189933000	9
269	4190	43	111	88	1	4190760001	9
270	4190	54	114	89	0	4190858000	9
271	4190	55	115	89	0	4190830001	9
272	4191	2	110	83	0	4191960001	9
273	4191	3	111	83	0	4191255001	9
274	4191	4	112	83	0	4191802000	9
275	4191	12	112	84	0	4191821001	9
276	4191	28	112	86	1	4191499000	9
277	4192	11	111	84	0	4192696001	9
278	4192	47	115	88	0	4192517000	9
279	4192	59	111	90	1	4192794000	9
280	4192	63	115	90	0	4192759000	9
281	4193	36	112	87	1	4193918000	9
282	4193	44	112	88	1	4193396000	9
283	4193	51	111	89	1	4193784001	9
284	4194	1	109	83	0	4194330001	9
285	4195	2	110	83	0	4195552000	9
286	4195	11	111	84	0	4195496001	9
287	4195	20	112	85	0	4195247001	9
288	4196	3	111	83	0	4196230000	9
289	4196	4	112	83	0	4196663001	9
290	4196	10	110	84	0	4196183001	9
291	4196	12	112	84	0	4196062001	9
292	4197	1	109	83	0	4197066000	9
293	4197	20	112	85	0	4197997001	9
294	4197	52	112	89	1	4197898001	9
295	4197	59	111	90	1	4197784000	9
296	4198	62	114	90	0	4198304000	9
297	4199	0	108	83	0	4199824000	9
298	4199	2	110	83	0	4199502000	9
299	4199	9	109	84	0	4199758000	9
300	4199	10	110	84	0	4199514001	9
301	4199	11	111	84	0	4199196001	9
302	4199	19	111	85	0	4199339001	9
303	4199	44	112	88	1	4199067000	9
304	4199	63	115	90	0	4199450000	9
305	4200	36	112	87	1	4200137001	9
306	4201	1	109	83	0	4201257001	9
307	4201	12	112	84	0	4201247000	9
308	4202	9	109	84	0	4202786000	9
309	4202	18	110	85	0	4202193001	9
310	4202	20	112	85	0	4202480001	9
311	4202	28	112	86	0	4202209000	9
312	4203	0	108	83	0	4203717001	9
313	4203	2	110	83	0	4203778000	9
314	4203	11	111	84	0	4203489001	9
315	4203	19	111	85	0	4203245000	9
316	4203	44	112	88	1	4203933000	9
317	4203	60	112	90	1	4203870001	9
318	4204	10	110	84	0	4204215001	9
319	4204	12	112	84	0	4204871001	9
320	4204	18	110	85	0	4204695001	9
321	4205	1	109	83	0	4205740000	9
322	4205	8	108	84	0	4205235001	9
323	4205	20	112	85	0	4205964001	9
