event_id	cycle	source	x	y	polarity	occurrence_timestamp_ns
0	1150	80	104	84	0	1150453000
1	1170	81	105	84	0	1170993000
2	2174	255	119	94	0	2174022001
3	2178	255	119	94	0	2178314000
4	2179	239	119	93	0	2179814001
5	2181	255	119	94	0	2181516001
6	2182	254	118	94	0	2182109001
7	2183	238	118	93	0	2183876001
8	2183	239	119	93	0	2183298001
9	2184	223	119	92	0	2184491001
10	2184	255	119	94	0	2184513000
11	2186	254	118	94	0	2186649000
12	2187	239	119	93	0	2187226000
13	2188	223	119	92	0	2188684001
14	2188	255	119	94	0	2188279001
15	2189	254	118	94	0	2189805000
16	2190	207	119	91	0	2190019000
17	2190	238	118	93	0	2190637000
18	2190	253	117	94	0	2190254000
19	2191	223	119	92	0	2191562001
20	2192	239	119	93	0	2192586000
21	2193	238	118	93	0	2193675000
22	2194	207	119	91	0	2194730000
23	2194	222	118	92	0	2194028000
24	2194	254	118	94	0	2194472001
25	2195	191	119	90	0	2195559000
26	2195	223	119	92	0	2195611000
27	2195	253	117	94	0	2195390000
28	2195	255	119	94	0	2195972001
29	2196	238	118	93	0	2196677001
30	2198	207	119	91	0	2198158000
31	2198	222	118	92	0	2198651001
32	2198	237	117	93	0	2198073001
33	2198	253	117	94	0	2198990001
34	2199	191	119	90	0	2199636001
35	2199	206	118	91	0	2199083001
36	2199	223	119	92	0	2199871001
37	2199	238	118	93	0	2199704001
38	2199	239	119	93	0	2199149001
39	2200	252	116	94	0	2200557000
40	2200	254	118	94	0	2200031000
41	2201	175	119	89	0	2201994000
42	2201	237	117	93	0	2201883000
43	2202	207	119	91	0	2202171000
44	2202	222	118	92	0	2202320000
45	2202	238	118	93	0	2202574001
46	2203	191	119	90	0	2203483001
47	2203	206	118	91	0	2203918001
48	2203	221	117	92	0	2203639000
49	2203	253	117	94	0	2203219001
50	2205	190	118	90	0	2205279001
51	2205	237	117	93	0	2205918001
52	2205	252	116	94	0	2205863001
53	2206	207	119	91	0	2206467000
54	2206	222	118	92	0	2206826000
55	2206	236	116	93	0	2206123001
56	2206	238	118	93	0	2206177000
57	2207	175	119	89	0	2207048000
58	2207	206	118	91	0	2207345000
59	2208	159	119	88	0	2208316000
60	2208	191	119	90	0	2208009001
61	2208	221	117	92	0	2208031001
62	2208	223	119	92	0	2208977001
63	2209	252	116	94	0	2209012001
64	2209	253	117	94	0	2209525000
65	2210	190	118	90	0	2210621000
66	2210	205	117	91	0	2210915000
67	2210	251	115	94	0	2210740001
68	2211	175	119	89	0	2211865000
69	2211	220	116	92	0	2211122000
70	2211	221	117	92	0	2211761000
71	2211	222	118	92	0	2211920000
72	2211	236	116	93	0	2211062001
73	2211	237	117	93	0	2211613000
74	2212	143	119	87	0	2212845001
75	2212	174	118	89	0	2212961000
76	2212	206	118	91	0	2212621000
77	2213	159	119	88	0	2213150000
78	2213	191	119	90	0	2213576000
79	2213	252	116	94	0	2213830001
80	2214	205	117	91	0	2214872000
81	2214	236	116	93	0	2214073000
82	2215	190	118	90	0	2215441001
83	2215	251	115	94	0	2215978000
84	2216	159	119	88	0	2216835000
85	2216	175	119	89	0	2216752000
86	2216	189	117	90	0	2216527000
87	2216	206	118	91	0	2216314001
88	2217	220	116	92	0	2217508000
89	2217	221	117	92	0	2217149000
90	2217	235	115	93	0	2217895000
91	2217	236	116	93	0	2217751000
92	2218	143	119	87	0	2218275001
93	2218	158	118	88	0	2218451001
94	2218	174	118	89	0	2218265000
95	2218	204	116	91	0	2218590000
96	2219	205	117	91	0	2219254000
97	2219	251	115	94	0	2219314001
98	2220	127	119	86	0	2220753001
99	2220	143	119	87	0	2220957001
100	2220	190	118	90	0	2220301000
101	2220	250	114	94	0	2220884001
102	2221	159	119	88	0	2221148000
103	2221	189	117	90	0	2221236001
104	2221	220	116	92	0	2221115001
105	2221	252	116	94	0	2221491000
106	2222	174	118	89	0	2222375000
107	2222	221	117	92	0	2222400001
108	2223	173	117	89	0	2223759001
109	2223	219	115	92	0	2223993000
110	2223	235	115	93	0	2223550000
111	2223	237	117	93	0	2223015000
112	2224	143	119	87	0	2224572001
113	2224	158	118	88	0	2224683000
114	2224	204	116	91	0	2224001001
115	2224	220	116	92	0	2224888000
116	2224	251	115	94	1	2224345000
117	2225	142	118	87	0	2225749001
118	2225	189	117	90	0	2225082001
119	2225	205	117	91	0	2225449001
120	2225	236	116	93	0	2225314001
121	2226	159	119	88	0	2226403001
122	2226	190	118	90	0	2226234001
123	2227	127	119	86	0	2227123000
124	2227	175	119	89	0	2227039001
125	2227	235	115	93	0	2227340001
126	2227	250	114	94	0	2227259000
127	2228	158	118	88	0	2228343000
128	2228	173	117	89	0	2228898001
129	2228	174	118	89	0	2228015000
130	2228	188	116	90	0	2228616000
131	2228	204	116	91	0	2228354000
132	2229	143	119	87	0	2229804001
133	2230	189	117	90	0	2230746000
134	2230	203	115	91	0	2230071000
135	2230	219	115	92	0	2230035001
136	2230	220	116	92	0	2230375000
137	2230	234	114	93	0	2230477001
138	2231	204	116	91	0	2231489000
139	2231	250	114	94	0	2231933001
140	2232	157	117	88	0	2232425000
141	2232	158	118	88	0	2232600001
142	2232	249	113	94	0	2232591000
143	2232	251	115	94	0	2232281001
144	2233	111	119	85	0	2233050000
145	2233	126	118	86	0	2233044000
146	2233	127	119	86	0	2233545000
147	2233	205	117	91	0	2233178000
148	2234	142	118	87	0	2234099001
149	2234	173	117	89	0	2234606000
150	2235	219	115	92	0	2235115001
151	2235	235	115	93	0	2235477000
152	2236	174	118	89	0	2236905000
153	2236	188	116	90	0	2236653001
154	2237	143	119	87	0	2237135001
155	2237	204	116	91	0	2237199001
156	2237	250	114	94	0	2237530000
157	2239	142	118	87	0	2239011001
158	2239	189	117	90	0	2239735000
159	2240	234	114	93	0	2240408000
160	2241	158	118	88	0	2241119001
161	2242	141	117	87	0	2242483000
162	2242	172	116	89	0	2242358000
163	2242	219	115	92	0	2242678001
164	2243	173	117	89	0	2243454000
165	2243	188	116	90	0	2243390001
166	2244	111	119	85	0	2244190000
167	2245	127	119	86	0	2245328001
168	2245	157	117	88	0	2245352001
169	2247	203	115	91	0	2247459000
170	2247	220	116	92	0	2247440001
171	2271	142	118	87	0	2271414000
