event_id	cycle	source	x	y	polarity	occurrence_timestamp_ns
0	4101	6	112	86	0	4101324001
1	4106	10	112	87	0	4106671000
2	4146	0	110	85	0	4146523001
3	4148	0	110	85	0	4148676001
4	4149	1	111	85	0	4149701000
5	4150	4	110	86	0	4150743001
6	4151	0	110	85	0	4151889001
7	4151	2	112	85	0	4151871000
8	4152	1	111	85	0	4152698001
9	4153	4	110	86	0	4153745001
10	4153	5	111	86	0	4153643000
11	4154	2	112	85	0	4154333001
12	4155	3	113	85	0	4155607000
13	4155	8	110	87	0	4155358000
14	4156	5	111	86	0	4156661000
15	4157	1	111	85	0	4157102001
16	4157	2	112	85	0	4157439000
17	4157	4	110	86	0	4157355000
18	4157	6	112	86	0	4157252000
19	4158	3	113	85	0	4158601001
20	4158	8	110	87	0	4158973000
21	4158	9	111	87	0	4158405001
22	4159	5	111	86	0	4159752001
23	4159	7	113	86	0	4159407001
24	4159	12	110	88	0	4159808001
25	4160	6	112	86	0	4160609001
26	4161	0	110	85	1	4161843001
27	4161	9	111	87	0	4161957001
28	4161	10	112	87	0	4161466001
29	4162	2	112	85	0	4162116001
30	4162	7	113	86	0	4162128000
31	4162	13	111	88	0	4162382001
32	4163	3	113	85	0	4163077001
33	4163	11	113	87	0	4163482001
34	4163	12	110	88	0	4163033000
35	4164	6	112	86	0	4164518001
36	4164	10	112	87	0	4164052001
37	4164	13	111	88	0	4164646001
38	4165	0	110	85	1	4165244001
39	4165	4	110	86	1	4165312000
40	4165	5	111	86	0	4165600001
41	4165	7	113	86	0	4165920000
42	4165	9	111	87	0	4165574000
43	4165	14	112	88	0	4165087000
44	4166	11	113	87	0	4166169000
45	4166	13	111	88	0	4166875001
46	4167	10	112	87	0	4167139000
47	4167	14	112	88	0	4167268000
48	4168	4	110	86	1	4168947000
49	4168	15	113	88	0	4168166000
50	4170	7	113	86	0	4170878001
51	4170	8	110	87	1	4170763001
52	4170	10	112	87	0	4170644000
53	4170	11	113	87	0	4170240000
54	4170	14	112	88	0	4170417001
55	4170	15	113	88	0	4170897000
56	4171	1	111	85	1	4171514001
57	4171	6	112	86	0	4171405000
58	4171	13	111	88	0	4171429000
59	4172	5	111	86	1	4172808000
60	4174	11	113	87	0	4174029001
61	4174	14	112	88	0	4174100000
62	4175	1	111	85	1	4175405001
63	4175	8	110	87	1	4175993001
64	4175	12	110	88	1	4175030000
65	4175	15	113	88	0	4175124000
66	4177	5	111	86	1	4177241000
67	4178	4	110	86	1	4178038001
68	4178	15	113	88	0	4178857001
69	4179	2	112	85	1	4179833001
70	4179	12	110	88	1	4179014000
71	4180	9	111	87	1	4180413001
72	4182	5	111	86	1	4182120001
73	4182	6	112	86	1	4182689000
74	4182	13	111	88	1	4182767001
75	4183	0	110	85	1	4183851001
76	4183	1	111	85	1	4183323001
77	4184	2	112	85	1	4184539001
78	4184	9	111	87	1	4184965001
79	4187	6	112	86	1	4187728000
80	4187	13	111	88	1	4187114001
81	4188	2	112	85	1	4188682000
82	4188	10	112	87	1	4188492000
83	4190	13	111	88	1	4190760001
84	4191	6	112	86	1	4191499000
85	4193	10	112	87	1	4193918000
86	4193	14	112	88	1	4193396000
87	4195	2	112	85	0	4195247001
88	4197	2	112	85	0	4197997001
89	4199	1	111	85	0	4199339001
90	4199	14	112	88	1	4199067000
91	4200	10	112	87	1	4200137001
92	4202	0	110	85	0	4202193001
93	4202	2	112	85	0	4202480001
94	4202	6	112	86	0	4202209000
95	4203	1	111	85	0	4203245000
96	4203	14	112	88	1	4203933000
97	4204	0	110	85	0	4204695001
98	4205	2	112	85	0	4205964001
99	4205	5	111	86	0	4205501001
100	4206	6	112	86	0	4206973001
101	4206	10	112	87	0	4206115001
102	4208	0	110	85	0	4208411001
103	4208	1	111	85	0	4208843001
104	4208	4	110	86	0	4208128001
105	4208	5	111	86	0	4208842001
106	4208	10	112	87	0	4208711001
107	4208	15	113	88	1	4208566001
108	4211	2	112	85	0	4211800000
109	4211	4	110	86	0	4211436000
110	4211	5	111	86	0	4211959000
111	4211	9	111	87	0	4211729001
112	4212	6	112	86	0	4212242000
113	4212	10	112	87	0	4212505000
114	4212	14	112	88	0	4212738001
115	4213	0	110	85	0	4213595001
116	4214	9	111	87	0	4214748000
117	4215	4	110	86	0	4215704000
118	4215	8	110	87	0	4215007000
119	4215	14	112	88	0	4215401000
120	4216	10	112	87	0	4216879000
121	4216	13	111	88	0	4216895001
122	4216	15	113	88	0	4216794000
123	4218	8	110	87	0	4218259000
124	4219	9	111	87	0	4219453001
125	4220	4	110	86	0	4220494000
126	4220	12	110	88	0	4220840000
127	4220	14	112	88	0	4220328001
128	4221	5	111	86	0	4221223001
129	4221	13	111	88	0	4221086000
130	4223	8	110	87	0	4223144001
131	4224	12	110	88	1	4224396000
132	4224	13	111	88	0	4224411000
133	4224	14	112	88	0	4224822000
134	4227	12	110	88	0	4227851001
135	4229	0	110	85	1	4229879001
136	4229	1	111	85	1	4229475001
137	4229	2	112	85	1	4229600001
138	4230	3	113	85	1	4230077001
139	4232	0	110	85	1	4232897001
140	4232	1	111	85	1	4232249000
141	4232	2	112	85	1	4232437001
142	4232	13	111	88	0	4232840000
143	4233	3	113	85	1	4233232001
144	4235	4	110	86	1	4235125000
145	4235	5	111	86	1	4235666001
146	4235	6	112	86	1	4235999000
147	4235	7	113	86	1	4235666001
148	4236	12	110	88	0	4236555000
149	4237	4	110	86	1	4237887001
150	4238	1	111	85	1	4238318000
151	4238	5	111	86	1	4238524001
152	4238	6	112	86	1	4238945001
153	4238	7	113	86	1	4238503001
154	4241	8	110	87	1	4241958000
155	4241	10	112	87	1	4241891000
156	4242	2	112	85	1	4242850001
157	4242	9	111	87	1	4242184001
158	4242	11	113	87	1	4242252001
159	4244	8	110	87	1	4244976001
160	4244	9	111	87	1	4244843000
161	4244	10	112	87	1	4244912000
162	4245	4	110	86	1	4245490000
163	4245	11	113	87	1	4245566000
164	4246	12	110	88	1	4246960001
165	4247	13	111	88	1	4247543000
166	4247	14	112	88	1	4247687000
167	4248	0	110	85	1	4248524000
168	4248	15	113	88	1	4248867001
169	4250	7	113	86	1	4250035001
170	4250	12	110	88	1	4250353001
171	4250	13	111	88	1	4250771000
172	4250	14	112	88	1	4250464001
173	4251	9	111	87	1	4251819001
174	4251	15	113	88	1	4251976000
175	4252	5	111	86	1	4252721001
176	4253	10	112	87	1	4253054000
177	4253	14	112	88	1	4253901000
178	4254	12	110	88	1	4254308001
179	4256	13	111	88	1	4256227000
180	4258	8	110	87	1	4258421001
181	4259	11	113	87	1	4259644001
182	4277	6	112	86	1	4277810000
183	4526	12	110	88	1	4526559000
184	4526	13	111	88	0	4526164001
185	4526	14	112	88	0	4526569001
186	4526	15	113	88	0	4526743000
187	4528	10	112	87	0	4528714001
188	4528	11	113	87	0	4528865000
189	4528	13	111	88	0	4528308000
190	4528	14	112	88	0	4528528001
191	4528	15	113	88	1	4528702000
192	4529	8	110	87	0	4529572001
193	4529	9	111	87	0	4529716001
194	4529	12	110	88	0	4529004001
195	4530	10	112	87	1	4530769000
196	4530	11	113	87	0	4530910000
197	4531	6	112	86	0	4531801001
198	4531	7	113	86	0	4531871000
199	4531	9	111	87	0	4531943001
200	4531	13	111	88	0	4531267000
201	4531	14	112	88	0	4531792000
202	4531	15	113	88	0	4531252001
203	4532	4	110	86	0	4532626001
204	4532	5	111	86	0	4532507000
205	4532	8	110	87	0	4532153001
206	4533	6	112	86	0	4533968001
207	4533	7	113	86	0	4533820000
208	4533	10	112	87	0	4533227000
209	4533	11	113	87	0	4533525001
210	4534	2	112	85	0	4534921001
211	4534	4	110	86	0	4534681000
212	4534	5	111	86	1	4534513001
213	4535	0	110	85	0	4535683000
214	4536	1	111	85	0	4536062001
215	4536	3	113	85	0	4536469001
216	4536	6	112	86	0	4536234001
217	4536	7	113	86	0	4536035001
