event_id	cycle	source	x	y	polarity	occurrence_timestamp_ns
0	2203	143	117	92	0	2203639000
1	2208	143	117	92	0	2208031001
2	2210	131	117	91	0	2210915000
3	2211	142	116	92	0	2211122000
4	2211	143	117	92	0	2211761000
5	2214	131	117	91	0	2214872000
6	2216	119	117	90	0	2216527000
7	2217	142	116	92	0	2217508000
8	2217	143	117	92	0	2217149000
9	2218	130	116	91	0	2218590000
10	2219	131	117	91	0	2219254000
11	2221	119	117	90	0	2221236001
12	2221	142	116	92	0	2221115001
13	2222	143	117	92	0	2222400001
14	2223	107	117	89	0	2223759001
15	2223	141	115	92	0	2223993000
16	2224	130	116	91	0	2224001001
17	2224	142	116	92	0	2224888000
18	2225	119	117	90	0	2225082001
19	2225	131	117	91	0	2225449001
20	2228	107	117	89	0	2228898001
21	2228	118	116	90	0	2228616000
22	2228	130	116	91	0	2228354000
23	2230	119	117	90	0	2230746000
24	2230	129	115	91	0	2230071000
25	2230	141	115	92	0	2230035001
26	2230	142	116	92	0	2230375000
27	2231	130	116	91	0	2231489000
28	2232	95	117	88	0	2232425000
29	2233	131	117	91	0	2233178000
30	2234	107	117	89	0	2234606000
31	2235	141	115	92	0	2235115001
32	2236	118	116	90	0	2236653001
33	2237	130	116	91	0	2237199001
34	2239	119	117	90	0	2239735000
35	2242	83	117	87	0	2242483000
36	2242	106	116	89	0	2242358000
37	2242	141	115	92	0	2242678001
38	2243	107	117	89	0	2243454000
39	2243	118	116	90	0	2243390001
40	2245	95	117	88	0	2245352001
41	2247	129	115	91	0	2247459000
42	2247	142	116	92	0	2247440001
43	2273	118	116	90	0	2273459000
44	2277	129	115	91	0	2277215001
45	2278	95	117	88	0	2278887001
46	2278	130	116	91	0	2278921001
47	2280	107	117	89	0	2280691001
48	2281	118	116	90	0	2281506000
49	2282	141	115	92	0	2282019001
50	2284	129	115	91	0	2284530000
51	2287	106	116	89	0	2287824001
52	2292	95	117	88	0	2292405000
53	2311	95	117	88	1	2311880000
54	2315	118	116	90	1	2315787000
55	2315	129	115	91	1	2315883000
56	2319	130	116	91	1	2319127001
57	2319	141	115	92	1	2319339000
58	2320	107	117	89	1	2320590000
59	2322	118	116	90	1	2322447001
60	2325	119	117	90	1	2325284000
61	2325	141	115	92	1	2325161001
62	2325	142	116	92	1	2325212001
63	2326	130	116	91	1	2326083001
64	2327	95	117	88	1	2327113001
65	2327	107	117	89	1	2327566001
66	2330	130	116	91	1	2330998001
67	2331	119	117	90	1	2331784000
68	2333	131	117	91	1	2333347000
69	2333	142	116	92	1	2333369001
70	2336	119	117	90	1	2336666001
71	2337	142	116	92	1	2337782001
72	2338	106	116	89	1	2338994000
73	2338	130	116	91	1	2338316000
74	2340	131	117	91	1	2340646000
75	2342	142	116	92	1	2342756001
76	2343	107	117	89	1	2343604000
77	2343	143	117	92	1	2343488001
78	2345	118	116	90	1	2345436000
79	2345	119	117	90	1	2345967001
80	2345	131	117	91	1	2345320001
81	2345	141	115	92	1	2345632001
82	2352	143	117	92	1	2352284001
83	2353	131	117	91	1	2353652000
84	2358	143	117	92	1	2358890000
85	2377	142	116	92	1	2377548001
86	2410	143	117	92	1	2410590000
87	3034	24	106	83	0	3034966001
88	3056	42	112	84	0	3056529001
89	3075	4	110	81	0	3075414001
90	3088	20	114	82	0	3088701001
91	3090	46	116	84	0	3090611000
92	3350	42	112	84	0	3350847001
93	3382	63	109	86	0	3382886000
94	3399	48	106	85	0	3399738000
95	4076	4	110	81	0	4076407000
96	4076	8	114	81	0	4076446001
97	4076	9	115	81	0	4076870000
98	4076	11	117	81	0	4076851001
99	4087	35	117	83	0	4087261001
100	4091	42	112	84	0	4091502001
101	4091	46	116	84	0	4091530000
102	4101	66	112	86	0	4101324001
103	4101	70	116	86	1	4101962000
104	4106	78	112	87	0	4106671000
105	4106	82	116	87	0	4106976000
106	4106	83	117	87	1	4106229000
107	4110	87	109	88	0	4110570000
108	4110	92	114	88	0	4110991001
109	4110	93	115	88	0	4110892000
110	4121	2	108	81	0	4121961000
111	4121	110	108	90	0	4121701001
112	4121	113	111	90	0	4121865000
113	4121	118	116	90	0	4121607001
114	4125	3	109	81	0	4125232001
115	4125	120	106	91	1	4125548001
116	4126	14	108	82	0	4126757001
117	4127	129	115	91	0	4127067000
118	4127	130	116	91	0	4127144001
119	4128	3	109	81	0	4128299001
120	4128	4	110	81	0	4128611000
121	4129	15	109	82	0	4129283001
122	4130	5	111	81	0	4130762001
123	4131	4	110	81	0	4131311000
124	4131	142	116	92	0	4131485001
125	4132	15	109	82	0	4132032000
126	4132	16	110	82	0	4132985001
127	4132	26	108	83	0	4132252001
128	4133	5	111	81	0	4133462001
129	4134	2	108	81	1	4134253001
130	4134	6	112	81	0	4134253001
131	4134	27	109	83	0	4134497000
132	4135	4	110	81	0	4135357000
133	4135	15	109	82	0	4135650001
134	4135	17	111	82	0	4135766000
135	4136	6	112	81	0	4136810001
136	4136	16	110	82	0	4136438001
137	4136	38	108	84	0	4136600001
138	4137	5	111	81	0	4137945001
139	4137	7	113	81	0	4137542000
140	4137	14	108	82	1	4137035001
141	4137	28	110	83	0	4137036001
142	4138	17	111	82	0	4138647000
143	4138	18	112	82	0	4138681001
144	4138	27	109	83	0	4138172001
