arrival_cycle,source_index
0,3
0,13
0,15
1,5
1,12
1,14
1,15
2,0
2,3
2,9
3,8
3,12
5,2
6,1
6,5
6,13
6,15
7,11
8,12
9,6
10,2
10,10
11,1
11,4
11,6
11,7
11,8
11,10
12,0
12,5
13,5
13,6
13,13
14,4
14,6
14,9
15,10
16,2
16,7
16,9
16,10
17,3
17,5
17,15
18,3
18,11
19,1
19,6
20,1
20,11
20,13
20,14
21,13
22,8
22,10
22,12
23,1
23,5
23,10
24,0
24,3
24,4
24,6
24,9
24,10
24,12
24,13
25,3
25,10
26,4
26,8
26,9
26,10
27,3
27,4
27,8
28,10
28,12
28,15
29,7
29,15
30,4
30,7
30,10
30,13
30,15
31,0
31,2
31,9
31,13
32,7
33,1
33,15
34,5
34,15
35,5
35,9
35,10
36,9
36,12
38,7
38,8
39,13
40,11
41,7
41,9
41,12
41,15
42,6
44,0
44,5
44,6
46,4
46,5
46,9
47,1
47,13
48,11
49,1
50,10
51,6
51,14
52,9
52,12
53,11
53,14
54,2
54,4
54,7
54,13
55,10
55,11
56,4
57,15
58,8
60,0
60,6
60,7
60,12
60,14
60,15
61,1
61,5
62,3
63,10
63,12
63,13
63,14
63,15
64,11
64,12
65,1
65,6
65,10
65,11
65,13
66,0
66,5
66,7
67,10
68,5
68,15
69,6
69,9
69,11
69,14
69,15
70,1
70,6
70,8
70,11
71,3
71,7
71,10
71,12
71,14
72,6
72,9
73,5
74,0
74,9
74,14
74,15
75,14
76,7
76,15
77,1
77,3
78,8
78,15
79,5
79,6
79,11
79,14
80,3
80,4
80,10
81,13
82,1
82,8
82,15
83,2
83,8
85,10
85,15
86,7
86,8
86,9
86,10
87,7
87,13
89,6
89,7
89,13
89,14
90,3
90,8
90,9
90,12
91,2
91,4
92,2
92,6
93,0
93,3
94,8
94,9
95,0
95,6
96,6
98,4
99,8
99,12
100,0
100,10
100,12
101,0
101,12
102,1
102,7
102,9
102,10
102,12
103,2
103,4
103,5
103,13
104,1
104,4
104,12
105,13
106,0
106,7
107,1
107,4
107,14
108,5
109,13
109,15
110,5
110,7
111,3
111,4
111,7
111,11
111,12
111,13
112,14
113,2
113,4
113,14
114,14
115,1
115,13
116,6
118,1
118,4
118,5
118,7
119,2
119,4
119,14
120,8
121,0
121,5
121,15
122,7
122,9
122,11
122,14
123,2
123,3
125,7
126,4
126,10
127,10
127,12
127,15
128,0
128,13
130,1
130,7
130,11
131,2
131,3
131,8
131,9
132,14
133,11
134,11
135,0
135,3
135,11
135,12
135,15
137,2
137,4
137,6
137,12
137,15
138,2
138,12
138,15
139,10
140,1
140,4
140,5
140,8
140,9
140,15
141,3
141,6
141,12
142,5
142,15
143,1
143,12
143,13
144,2
144,11
144,15
145,5
145,12
146,0
146,1
146,7
147,2
147,12
148,5
148,6
148,8
148,12
148,13
149,0
149,3
150,0
150,13
150,15
151,0
151,11
153,13
154,0
155,0
155,2
155,4
155,9
155,12
156,1
156,4
156,9
157,2
158,5
158,10
159,11
160,5
160,14
161,6
161,9
161,12
162,7
162,8
163,0
163,1
163,3
163,5
163,9
163,10
163,11
163,12
163,13
164,1
164,3
165,2
165,7
165,12
166,1
166,8
166,9
166,13
167,1
167,5
167,7
167,14
168,0
168,3
168,4
168,14
169,13
170,5
170,7
171,8
172,11
173,6
173,12
174,0
174,5
174,6
175,8
175,13
176,6
176,11
176,13
177,6
178,8
179,1
179,6
179,8
179,14
180,10
180,15
181,0
181,7
182,2
182,6
182,8
182,12
183,6
183,11
183,12
185,1
185,15
186,3
186,5
186,6
187,4
187,15
188,10
189,2
189,10
189,14
192,6
193,7
193,8
193,10
193,11
194,6
195,6
195,8
195,10
196,2
196,4
196,12
198,1
198,3
198,5
198,13
199,13
200,3
202,0
202,5
202,8
203,10
204,3
204,10
204,12
204,14
205,1
207,6
208,0
208,2
208,15
209,2
209,10
209,14
210,2
210,3
210,5
210,8
211,15
212,3
212,11
212,12
212,15
213,0
213,15
214,7
215,0
215,5
215,8
215,10
215,14
216,3
217,4
217,5
217,11
217,12
217,14
218,0
218,4
218,5
218,9
218,13
219,4
219,7
220,3
222,0
222,1
222,4
222,11
222,15
223,9
223,15
224,2
224,8
224,11
224,12
225,6
225,13
226,0
226,2
226,3
226,15
227,11
227,14
227,15
228,6
228,11
229,7
229,9
230,4
230,9
231,6
231,11
232,0
232,8
232,13
233,11
234,1
234,7
235,1
235,10
235,14
236,4
236,7
236,11
237,8
237,10
237,13
238,0
238,2
238,5
238,8
238,9
238,10
238,11
239,0
240,11
241,4
241,12
242,2
242,6
243,2
243,3
243,4
243,12
244,2
244,4
245,0
245,1
245,2
245,6
245,8
245,13
246,0
246,2
246,10
246,13
