arrival_cycle,source_index
0,15
1,5
1,14
1,15
2,0
2,3
2,9
3,8
5,2
6,13
7,11
8,12
10,2
10,10
11,4
11,8
11,10
13,6
14,4
14,6
14,9
15,10
17,3
17,5
17,15
19,1
19,6
24,6
24,9
26,9
26,10
30,7
31,0
31,2
33,1
34,15
35,5
35,9
36,12
44,0
44,5
44,6
46,5
46,9
47,13
49,1
50,10
51,14
52,12
54,7
57,15
61,1
61,5
63,14
63,15
64,11
64,12
65,10
65,11
66,7
70,11
71,3
71,12
74,0
75,14
78,8
80,10
82,1
83,2
83,8
85,10
85,15
86,7
86,10
87,13
89,13
90,8
94,9
100,10
100,12
101,12
103,4
104,1
106,7
107,14
109,13
109,15
110,7
111,7
111,11
115,13
118,1
118,5
119,4
119,14
121,0
123,2
123,3
126,4
128,0
130,7
132,14
133,11
135,0
138,15
140,1
140,5
140,8
140,15
141,12
142,15
145,12
146,0
146,1
148,5
148,6
148,8
148,13
149,3
150,13
150,15
153,13
155,4
155,12
157,2
159,11
160,5
161,6
163,3
163,9
163,12
163,13
164,1
164,3
165,7
165,12
168,14
171,8
174,5
175,8
176,11
179,1
180,10
180,15
182,12
183,6
185,15
186,6
187,4
189,10
192,6
194,6
195,6
198,13
202,8
203,10
204,12
207,6
208,1
209,2
209,10
212,3
212,15
215,1
215,5
215,8
218,5
219,7
222,1
222,15
223,9
224,2
224,8
227,15
228,11
230,9
231,6
231,11
233,11
235,10
236,11
237,8
240,11
242,2
243,12
244,4
245,0
245,2
246,2
246,10
246,13
247,3
247,7
248,0
249,8
250,8
251,9
252,11
255,8
256,10
257,14
258,4
260,0
260,3
260,5
260,15
261,8
262,5
262,11
263,15
266,5
267,0
268,2
272,12
272,15
274,9
274,11
276,7
277,0
277,7
278,13
278,14
280,10
282,4
282,15
283,14
285,15
286,5
287,13
289,0
290,14
293,0
293,8
293,10
294,11
296,6
297,6
298,13
302,4
302,15
303,0
303,4
304,1
306,8
306,10
308,3
308,7
309,12
310,1
310,2
313,5
314,1
314,12
316,14
320,9
321,3
321,4
329,7
330,5
330,12
331,4
331,12
333,0
334,12
334,14
336,11
337,2
338,4
338,11
339,4
339,11
340,9
340,10
342,8
342,13
343,1
344,4
344,11
344,15
349,10
353,7
354,4
354,13
356,1
357,2
357,10
359,1
360,5
363,6
366,2
367,4
369,2
369,5
370,5
370,14
371,0
371,6
371,11
372,3
372,10
373,1
376,11
379,0
381,5
381,6
383,0
384,1
384,14
385,0
385,15
386,11
388,11
388,15
392,13
393,11
394,5
396,2
396,13
399,15
400,6
401,10
402,1
404,5
409,6
412,0
412,5
413,6
413,15
415,2
419,12
422,13
422,14
423,6
423,15
425,6
426,2
426,7
428,10
429,0
431,0
432,12
433,9
433,15
434,1
435,2
437,3
437,4
437,12
437,13
438,2
446,9
448,5
448,13
454,7
455,3
456,4
459,8
459,15
460,15
461,12
462,1
463,8
464,3
465,1
465,14
467,5
468,1
469,13
470,4
470,6
471,9
478,15
481,0
482,4
484,8
486,5
486,12
490,13
491,1
492,2
493,6
493,7
494,5
495,9
496,3
499,0
500,10
501,13
504,5
504,9
505,1
505,2
506,4
506,14
508,8
509,3
510,12
511,1
515,4
517,8
517,11
518,13
519,8
522,11
525,12
526,12
527,2
531,1
532,12
534,1
535,6
535,8
537,5
537,10
538,10
538,12
540,0
541,1
547,6
547,10
547,11
550,2
550,4
551,6
551,12
552,14
553,3
555,15
556,4
558,3
558,8
560,6
564,0
565,7
567,13
572,9
573,11
574,11
575,0
576,5
577,11
578,5
579,2
580,8
580,10
581,2
586,3
588,5
589,3
589,6
589,8
589,12
591,3
592,4
594,9
595,5
596,1
596,13
598,3
598,10
598,14
603,10
605,7
606,7
607,14
608,5
608,15
609,0
609,13
611,4
611,12
612,7
613,14
616,7
617,6
618,7
619,15
620,4
621,5
623,1
623,4
625,6
627,9
628,5
630,10
630,13
632,1
632,4
633,8
634,8
635,1
635,11
635,13
636,1
636,3
639,10
646,1
647,5
649,12
649,15
652,2
652,4
652,7
652,8
654,9
654,13
655,15
656,1
657,3
657,4
657,12
657,15
658,3
658,10
659,10
662,3
664,14
665,2
665,13
666,3
667,7
669,4
669,6
673,3
675,13
676,1
676,10
680,10
680,15
681,3
682,3
684,2
686,8
686,13
687,12
689,11
690,1
691,7
692,7
692,8
692,14
693,9
694,12
696,1
696,6
698,1
698,2
698,15
700,14
701,3
702,1
705,1
706,13
708,8
709,14
710,15
711,12
711,15
712,5
712,13
717,7
719,10
720,3
720,7
722,11
724,3
724,9
725,2
726,7
726,9
726,11
727,1
728,2
728,6
728,9
728,11
729,3
731,8
733,7
735,12
736,0
736,1
739,6
740,13
741,10
743,14
746,13
746,14
747,3
748,6
749,7
750,5
751,11
753,9
753,10
756,15
757,15
759,9
760,1
760,4
760,11
761,7
762,11
763,2
763,7
764,12
770,9
771,1
772,3
772,9
774,11
776,0
776,8
777,13
777,14
779,7
779,10
780,13
785,0
785,12
786,8
786,9
786,12
787,14
788,7
789,4
793,1
796,15
797,6
797,9
798,8
799,5
799,8
800,6
804,0
804,6
804,8
806,1
807,5
807,9
811,5
811,7
813,10
816,4
816,9
817,3
817,8
817,9
817,10
819,8
821,0
821,5
823,13
824,14
826,6
829,1
830,15
831,4
831,12
833,5
833,10
835,6
835,10
838,2
839,3
839,13
842,4
842,9
842,11
843,11
845,8
851,12
853,15
854,4
854,13
855,9
855,12
862,7
862,12
866,7
868,13
869,8
871,14
872,2
873,1
878,9
880,1
881,0
881,2
881,12
882,4
885,0
885,6
886,9
886,15
888,1
888,9
889,3
891,6
892,0
892,11
893,4
893,7
893,12
894,5
894,7
895,4
895,11
895,13
896,4
898,1
898,2
900,8
901,0
903,4
903,14
905,4
909,8
909,13
910,13
912,11
913,0
913,14
914,8
917,3
918,6
918,13
919,5
922,6
925,12
926,5
928,9
929,0
929,9
930,0
930,4
930,13
931,2
931,6
931,13
934,11
935,13
936,2
936,4
936,13
937,8
939,11
940,2
942,14
944,7
946,5
948,9
948,12
950,5
951,0
952,4
956,8
957,7
958,0
959,5
961,4
963,3
964,0
966,13
967,3
967,9
968,15
969,9
969,10
970,1
970,3
972,5
974,2
975,2
975,5
975,14
976,0
976,4
978,15
980,7
982,11
984,6
985,1
985,12
987,6
988,3
988,11
988,14
989,2
989,13
990,4
990,8
991,13
992,15
993,9
994,0
994,6
994,9
998,12
999,12
1000,7
1001,3
1002,5
1002,6
1002,13
1005,6
1006,13
1009,5
1010,11
1012,7
1013,8
1013,11
1013,13
1015,5
1016,0
1016,6
1017,1
1018,5
1019,7
1026,9
1026,10
1027,3
1029,6
1030,9
1030,13
1032,2
1032,14
1033,0
1033,5
1033,11
1035,8
1035,11
1038,3
1038,13
1040,4
1041,6
1042,3
1042,7
1043,7
1045,8
1046,7
1046,9
1048,14
1049,4
1050,8
1051,4
1058,9
1060,4
1062,6
1064,7
1068,3
1069,10
1070,12
1071,7
1071,12
1072,11
1073,0
1073,7
1073,11
1079,14
1081,14
1082,8
1083,5
1085,14
1086,15
1087,0
1089,1
1089,5
1090,12
1091,7
1093,1
1095,11
1095,15
1097,15
1098,6
1099,3
1100,1
1100,15
1107,12
1109,4
1110,7
1111,5
1112,2
1112,3
1114,2
1115,4
1117,5
1117,10
1118,9
1121,0
1121,11
1125,1
1125,9
1126,12
1132,1
1132,2
1134,6
1135,15
1137,12
1138,4
1141,2
1149,3
1152,3
1155,6
1157,1
1160,13
1161,5
1161,6
1162,1
1164,1
1166,4
1166,5
1167,9
1170,6
1171,0
1171,2
1172,12
1173,8
1173,10
1174,14
1177,5
1178,0
1178,8
1179,4
1179,9
1181,13
1183,2
1183,15
1184,13
1185,2
1189,1
1189,12
1189,13
1191,12
1191,14
1192,5
1193,12
1194,13
1195,0
1195,11
1196,2
1196,5
1199,11
1200,4
1200,13
1201,14
1204,7
1204,12
1206,10
1207,7
1208,0
1212,0
1214,3
1214,9
1215,1
1215,6
1216,12
1217,1
1217,6
1218,1
1219,6
1220,5
1220,10
1221,5
1224,12
1224,15
1225,7
1225,10
1227,4
1228,3
1229,5
1229,6
1229,13
1230,1
1232,0
1232,2
1234,0
1234,5
1236,14
1237,5
1243,7
1243,9
1243,15
1244,15
1247,4
1247,5
1249,7
1250,13
1251,7
1252,8
1253,14
1254,6
1256,9
1256,12
1257,0
1259,2
1259,9
1261,4
1265,1
1265,7
1267,9
1269,2
1269,6
1271,7
1272,14
1273,4
1274,6
1275,9
1276,7
1277,10
1278,0
1278,4
1278,10
1279,14
1280,9
1282,1
1282,3
1282,9
1284,0
1284,10
1285,11
1288,5
1290,6
1290,15
1291,1
1291,9
1292,13
1293,2
1294,0
1297,15
1299,13
1303,6
1306,1
1307,5
1308,1
1310,12
1311,14
1312,0
1314,5
1314,12
1315,12
1316,2
1318,0
1318,7
1318,15
1319,9
1319,14
1321,14
1322,6
1323,5
1323,8
1323,10
1324,12
1325,7
1328,13
1329,11
1330,15
1338,5
1338,14
1339,8
1339,12
1340,4
1343,8
1346,8
1351,11
1356,4
1356,11
1358,8
1359,5
1360,14
1362,6
1363,8
1364,2
1364,5
1364,12
1365,9
1366,1
1369,15
1370,13
1371,12
1372,4
1374,7
1374,15
1375,11
1378,12
1379,15
1380,10
1382,7
1382,9
1384,6
1386,2
1386,6
1388,15
1389,15
1390,11
1394,12
1394,14
1397,15
1398,4
1398,12
1401,7
1402,12
1405,1
1405,4
1405,5
1406,2
1406,5
1407,14
1408,0
1408,5
1410,2
1411,13
1411,14
1414,15
1416,0
1417,9
1418,7
1419,15
1421,8
1422,6
1424,1
1424,8
1426,3
1428,3
1428,9
1429,0
1429,15
1431,10
1431,12
1433,1
1436,4
1437,3
1438,1
1439,0
1440,3
1441,6
1444,14
1448,9
1449,5
1449,6
1451,1
1452,3
1453,12
1455,9
1455,14
1457,2
1457,14
1462,11
1462,13
1463,4
1463,12
1467,0
1469,5
1470,10
1470,11
1470,14
1471,14
1472,7
1475,0
1475,6
1476,0
1476,8
1478,8
1481,14
1482,1
1482,13
1484,10
1485,9
1485,12
1488,15
1490,11
1492,8
1492,14
1494,0
1495,2
1499,2
1500,9
1502,8
1503,11
1504,0
1508,7
1510,15
1513,10
1514,9
1514,14
1515,2
1515,13
1518,1
1518,10
1519,10
1520,2
1522,9
1523,6
1524,2
1524,3
1524,13
1525,15
1527,9
1531,0
1531,14
1532,4
1533,13
1534,5
1535,1
1536,8
1536,14
1541,9
1541,14
1544,6
1550,7
1550,14
1551,2
1551,10
1552,1
1552,6
1553,9
1554,13
1555,2
1555,6
1555,11
1557,12
1558,10
1559,2
1559,8
1561,6
1562,1
1563,10
1564,12
1565,2
1567,3
1569,9
1574,10
1578,3
1578,13
1580,7
1580,15
1581,9
1582,15
1583,6
1584,2
1585,5
1586,10
1590,14
1591,8
1597,0
1597,7
1598,9
1598,12
1598,15
1599,5
1603,5
1604,8
1607,4
1607,11
1608,14
1609,10
1609,15
1611,9
1611,13
1612,0
1613,12
1615,1
1615,7
1618,4
1618,15
1619,2
1619,3
1620,5
1623,12
1624,2
1624,4
1626,13
1628,12
1628,14
1629,12
1630,11
1631,1
1632,3
1632,12
1633,5
1634,8
1636,9
1637,3
1638,9
1641,6
1641,12
1642,4
1643,3
1646,0
1646,5
1649,5
1651,2
1653,12
1654,7
1656,7
1656,8
1657,6
1657,11
1659,8
1661,4
1663,4
1663,6
1663,7
1665,7
1666,13
1667,10
1667,15
1668,1
1668,8
1668,12
1670,2
1673,10
1679,3
1680,4
1683,6
1684,5
1684,13
1691,13
1692,3
1694,4
1694,14
1696,8
1696,9
1697,5
1699,10
1700,7
1703,1
1703,8
1703,11
1706,11
1707,4
1709,1
1710,2
1717,15
1719,13
1722,1
1723,7
1724,10
1724,15
1725,2
1725,14
1729,11
1730,4
1733,12
1734,14
1735,3
1738,12
1738,13
1739,5
1739,7
1740,3
1741,11
1741,13
1742,7
1743,2
1743,14
1743,15
1745,5
1745,7
1746,7
1746,12
1748,6
1748,15
1749,8
1749,10
1751,15
1753,6
1754,15
1759,15
1760,15
1762,2
1762,12
1763,2
1763,11
1763,12
1764,7
1764,12
1765,8
1767,15
1771,5
1773,13
1774,2
1776,8
1777,1
1778,7
1778,11
1778,14
1779,7
1781,8
1784,11
1785,11
1788,3
1788,14
1789,3
1789,5
1791,0
1791,2
1791,14
1792,5
1793,10
1794,5
1795,6
1795,11
1796,0
1796,15
1799,3
1800,1
1800,7
1807,12
1807,14
1808,15
1811,12
1812,3
1813,7
1815,5
1816,9
1817,4
1817,6
1824,2
1824,9
1824,15
1830,2
1830,4
1831,3
1831,5
1832,15
1833,12
1834,7
1834,13
1835,13
1836,10
1836,14
1838,8
1840,5
1840,9
1840,10
1841,0
1841,3
1842,9
1842,10
1847,2
1847,11
1851,0
1851,6
1851,8
1853,4
1854,2
1854,4
1857,7
1863,14
1864,2
1864,5
1864,15
1865,11
1867,7
1869,0
1869,14
1871,5
1872,6
1872,14
1876,6
1876,7
1876,11
1877,4
1882,1
1883,1
1884,11
1884,15
1892,0
1892,10
1893,7
1897,0
1899,7
1899,8
1901,9
1902,2
1903,10
1903,15
1909,0
1911,9
1912,3
1912,10
1913,15
1914,12
1917,2
1917,14
1920,7
1922,1
1922,2
1923,10
1925,6
1926,2
1926,14
1927,12
1929,3
1929,8
1930,3
1930,10
1933,5
1937,2
1937,4
1937,9
1937,11
1937,15
1938,12
1939,5
1940,3
1941,2
1941,5
1941,15
1943,12
1946,9
1947,6
1949,2
1949,14
1956,13
1957,5
1958,8
1959,9
1960,10
1964,2
1966,3
1967,12
1967,13
1968,5
1969,8
1970,2
1971,2
1971,4
1971,11
1971,12
1972,14
1975,5
1975,6
1979,6
1980,0
1980,12
1982,9
1986,7
1990,12
1991,5
1991,7
1991,11
1992,13
1993,3
1995,7
1997,1
1997,7
1998,1
1998,6
2000,3
2000,11
2003,2
2004,10
2004,13
2005,2
2006,6
2006,10
2007,4
2008,7
2010,4
2011,1
2012,4
2012,9
2014,1
2014,6
2016,15
2018,13
2020,2
2023,8
2024,2
2024,4
2025,13
2026,14
2028,2
2029,6
2030,6
2030,15
2031,2
2033,7
2033,8
2033,10
2035,7
2035,9
2036,14
2037,6
2037,14
2040,11
2040,12
2044,12
2045,10
2045,13
2045,15
2048,3
2048,6
2049,2
2052,10
2055,1
2056,4
2057,12
2058,5
2063,1
2068,9
2069,1
2073,1
2073,14
2074,14
2075,3
2077,6
2077,9
2078,4
2078,8
2078,9
2079,8
2080,1
2081,11
2083,4
2084,2
2085,0
2086,4
2086,8
2087,6
2088,9
2090,10
2091,1
2092,2
2096,9
2097,3
2098,7
2099,5
2099,9
2099,14
2102,1
2102,14
2104,1
2104,14
2105,8
2106,1
2106,6
2106,13
2107,5
2107,8
2108,0
2108,11
2108,12
2109,7
2109,8
2112,7
2112,10
2113,15
2115,5
2115,11
2118,15
2119,1
2120,11
2123,0
2123,8
2123,9
2128,3
2129,12
2129,14
2131,12
2132,3
2132,15
2133,6
2133,12
2134,1
2134,9
2134,10
2135,14
2136,8
2136,9
2138,9
2139,6
2139,14
2140,7
2141,3
2141,6
2141,8
2142,12
2144,2
2146,9
2147,0
2150,3
2150,14
2151,5
2151,12
2153,10
2154,1
2154,11
2156,3
2157,10
2158,10
2159,13
2160,1
2160,3
2164,0
2164,3
2165,9
2165,12
2167,3
2167,7
2168,11
2168,13
2169,5
2173,13
2173,15
2174,1
2174,10
2175,7
2176,6
2176,8
2177,7
2180,3
2180,12
2182,12
2183,14
2184,12
2184,13
2185,11
2190,8
2191,4
2192,2
2194,8
2195,8
2195,14
2196,10
2197,4
2198,6
2201,0
2202,1
2203,11
2204,8
2205,5
2205,8
2206,0
2206,5
2206,6
2208,11
2209,7
2209,9
2209,11
2210,8
2211,14
2212,12
2214,13
2215,4
2215,6
2218,11
2219,3
2223,6
2223,9
2223,11
2224,2
2224,9
2226,10
2234,2
2234,12
2236,14
2238,0
2238,12
2240,1
2241,11
2241,15
2242,13
2243,3
2248,1
2248,4
2251,1
2251,15
2252,12
2253,3
2254,4
2254,8
2254,14
2255,12
2256,7
2258,12
2262,7
2263,5
2264,12
2265,10
2267,7
2268,6
2270,4
2270,12
2271,3
2272,1
2273,0
2273,9
2274,15
2278,3
2278,8
2279,9
2279,10
2279,12
2280,0
2281,10
2282,15
2283,11
2286,14
2288,7
2289,1
2292,1
2294,0
2294,6
2294,13
2295,3
2296,7
2298,13
2299,13
2301,6
2302,13
2303,10
2305,1
2305,3
2305,9
2305,11
2306,9
2308,11
2308,14
2310,2
2310,11
2312,0
2312,15
2318,7
2318,9
2320,3
2320,10
2322,5
2323,3
2323,7
2323,13
2324,4
2324,12
2325,1
2327,2
2327,7
2329,12
2331,3
2332,3
2333,0
2333,1
2333,4
2333,10
2333,15
2334,1
2336,0
2336,3
2337,8
2340,11
2340,13
2341,3
2342,15
2343,3
2345,0
2345,7
2346,8
2347,9
2347,15
2349,8
2351,1
2351,13
2352,6
2353,5
2353,9
2354,8
2354,13
