arrival_cycle,source_index
0,0
0,15
1,0
1,5
1,14
1,15
2,0
2,3
2,9
3,0
3,8
4,0
5,0
5,2
6,0
6,13
7,0
7,11
8,0
8,12
9,0
10,0
10,2
10,10
11,0
11,4
11,8
11,10
12,0
13,0
13,6
14,0
14,4
14,6
14,9
15,0
15,10
17,0
17,3
17,5
17,15
18,0
19,0
19,1
19,6
21,0
22,0
23,0
24,0
24,6
24,9
25,0
26,0
26,9
26,10
27,0
30,0
30,7
31,0
31,2
32,0
33,1
34,15
35,0
35,5
35,9
36,0
36,12
37,0
38,0
39,0
40,0
42,0
43,0
44,0
44,5
44,6
45,0
46,0
46,5
46,9
47,0
47,13
49,0
49,1
50,0
50,10
51,0
51,14
52,12
53,0
54,0
54,7
56,0
57,0
57,15
58,0
59,0
60,0
61,0
61,1
61,5
62,0
63,0
63,14
63,15
64,0
64,11
64,12
65,0
65,10
65,11
66,0
66,7
67,0
68,0
70,11
71,3
71,12
72,0
73,0
74,0
75,0
75,14
76,0
77,0
78,0
78,8
79,0
80,0
80,10
81,0
82,0
82,1
83,0
83,2
83,8
84,0
85,0
85,10
85,15
86,0
86,7
86,10
87,13
88,0
89,0
89,13
90,0
90,8
91,0
92,0
93,0
94,0
94,9
95,0
96,0
97,0
99,0
100,0
100,10
100,12
101,0
101,12
102,0
103,0
103,4
104,0
104,1
106,0
106,7
107,14
108,0
109,0
109,13
109,15
110,7
111,0
111,7
111,11
112,0
113,0
114,0
115,13
116,0
117,0
118,0
118,1
118,5
119,0
119,4
119,14
120,0
121,0
122,0
123,0
123,2
123,3
124,0
125,0
126,0
126,4
127,0
128,0
129,0
130,0
130,7
131,0
132,0
132,14
133,0
133,11
134,0
135,0
136,0
138,0
138,15
139,0
140,0
140,1
140,5
140,8
140,15
141,12
142,0
142,15
144,0
145,12
146,0
146,1
147,0
148,0
148,5
148,6
148,8
148,13
149,0
149,3
150,0
150,13
150,15
151,0
152,0
153,0
153,13
154,0
155,0
155,4
155,12
156,0
157,0
157,2
158,0
159,11
160,0
160,5
161,6
163,0
163,3
163,9
163,12
163,13
164,0
164,1
164,3
165,0
165,7
165,12
167,0
168,0
168,14
169,0
170,0
171,0
171,8
172,0
174,0
174,5
175,8
176,0
176,11
177,0
178,0
179,0
179,1
180,10
180,15
181,0
182,0
182,12
183,0
183,6
184,0
185,0
185,15
186,6
187,0
187,4
189,0
189,10
191,0
192,0
192,6
193,0
194,0
194,6
195,6
196,0
197,0
198,0
198,13
200,1
201,1
202,1
202,8
203,1
203,10
204,1
204,12
205,1
206,1
207,6
208,1
209,1
209,2
209,10
210,1
212,1
212,3
212,15
213,1
214,1
215,1
215,5
215,8
216,1
217,1
218,1
218,5
219,1
219,7
220,1
221,1
222,1
222,15
223,1
223,9
224,1
224,2
224,8
225,1
226,1
227,1
227,15
228,1
228,11
229,1
230,9
231,1
231,6
231,11
232,1
233,1
233,11
234,1
235,10
236,1
236,11
237,8
238,1
239,1
240,11
241,1
242,1
242,2
243,1
243,12
244,1
244,4
245,0
245,1
245,2
246,1
246,2
246,10
246,13
247,1
247,3
247,7
248,0
248,1
249,8
250,1
250,8
251,1
251,9
252,1
252,11
253,1
254,1
255,1
255,8
256,10
257,1
257,14
258,1
258,4
259,1
260,0
260,3
260,5
260,15
261,1
261,8
262,1
262,5
262,11
263,1
263,15
264,1
265,1
266,5
267,0
267,1
268,2
269,1
270,1
272,1
272,12
272,15
273,1
274,1
274,9
274,11
275,1
276,1
276,7
277,0
277,7
278,1
278,13
278,14
279,1
280,1
280,10
281,1
282,1
282,4
282,15
283,1
283,14
285,1
285,15
286,1
286,5
287,1
287,13
288,1
289,0
289,1
290,1
290,14
293,0
293,1
293,8
293,10
294,1
294,11
296,1
296,6
297,1
297,6
298,1
298,13
299,1
300,1
302,4
302,15
303,0
303,1
303,4
304,1
305,1
306,1
306,8
306,10
307,1
308,3
308,7
309,1
309,12
310,1
310,2
311,1
312,1
313,1
313,5
314,1
314,12
315,1
316,1
