arrival_cycle,source_index
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
20,0
20,1
20,2
20,3
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,13
20,14
20,15
40,0
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
40,9
40,10
40,11
40,12
40,13
40,14
40,15
60,0
60,1
60,2
60,3
60,4
60,5
60,6
60,7
60,8
60,9
60,10
60,11
60,12
60,13
60,14
60,15
80,0
80,1
80,2
80,3
80,4
80,5
80,6
80,7
80,8
80,9
80,10
80,11
80,12
80,13
80,14
80,15
100,0
100,1
100,2
100,3
100,4
100,5
100,6
100,7
100,8
100,9
100,10
100,11
100,12
100,13
100,14
100,15
120,0
120,1
120,2
120,3
120,4
120,5
120,6
120,7
120,8
120,9
120,10
120,11
120,12
120,13
120,14
120,15
140,0
140,1
140,2
140,3
140,4
140,5
140,6
140,7
140,8
140,9
140,10
140,11
140,12
140,13
140,14
140,15
160,0
160,1
160,2
160,3
160,4
160,5
160,6
160,7
160,8
160,9
160,10
160,11
160,12
160,13
160,14
160,15
180,0
180,1
180,2
180,3
180,4
180,5
180,6
180,7
180,8
180,9
180,10
180,11
180,12
180,13
180,14
180,15
200,0
200,1
200,2
200,3
200,4
200,5
200,6
200,7
200,8
200,9
200,10
200,11
200,12
200,13
200,14
200,15
220,0
220,1
220,2
220,3
220,4
220,5
220,6
220,7
220,8
220,9
220,10
220,11
220,12
220,13
220,14
220,15
240,0
240,1
240,2
240,3
240,4
240,5
240,6
240,7
240,8
240,9
240,10
240,11
240,12
240,13
240,14
240,15
260,0
260,1
260,2
260,3
260,4
260,5
260,6
260,7
260,8
260,9
260,10
260,11
260,12
260,13
260,14
260,15
280,0
280,1
280,2
280,3
280,4
280,5
280,6
280,7
280,8
280,9
280,10
280,11
280,12
280,13
280,14
280,15
300,0
300,1
300,2
300,3
300,4
300,5
300,6
300,7
300,8
300,9
300,10
300,11
300,12
300,13
300,14
300,15
320,0
320,1
320,2
320,3
320,4
320,5
320,6
320,7
320,8
320,9
320,10
320,11
320,12
320,13
320,14
320,15
340,0
340,1
340,2
340,3
340,4
340,5
340,6
340,7
340,8
340,9
340,10
340,11
340,12
340,13
340,14
340,15
360,0
360,1
360,2
360,3
360,4
360,5
360,6
360,7
360,8
360,9
360,10
360,11
360,12
360,13
360,14
360,15
380,0
380,1
380,2
380,3
380,4
380,5
380,6
380,7
380,8
380,9
380,10
380,11
380,12
380,13
380,14
380,15
400,0
400,1
400,2
400,3
400,4
400,5
400,6
400,7
400,8
400,9
400,10
400,11
400,12
400,13
400,14
400,15
420,0
420,1
420,2
420,3
420,4
420,5
420,6
420,7
420,8
420,9
420,10
420,11
420,12
420,13
420,14
420,15
440,0
440,1
440,2
440,3
440,4
440,5
440,6
440,7
440,8
440,9
440,10
440,11
440,12
440,13
440,14
440,15
460,0
460,1
460,2
460,3
460,4
460,5
460,6
460,7
460,8
460,9
460,10
460,11
460,12
460,13
460,14
460,15
480,0
480,1
480,2
480,3
480,4
480,5
480,6
480,7
480,8
480,9
480,10
480,11
480,12
480,13
480,14
480,15
500,0
500,1
500,2
500,3
500,4
500,5
500,6
500,7
500,8
500,9
500,10
500,11
500,12
500,13
500,14
500,15
520,0
520,1
520,2
520,3
520,4
520,5
520,6
520,7
520,8
520,9
520,10
520,11
520,12
520,13
520,14
520,15
540,0
540,1
540,2
540,3
540,4
540,5
540,6
540,7
540,8
540,9
540,10
540,11
540,12
540,13
540,14
540,15
560,0
560,1
560,2
560,3
560,4
560,5
560,6
560,7
560,8
560,9
560,10
560,11
560,12
560,13
560,14
560,15
580,0
580,1
580,2
580,3
580,4
580,5
580,6
580,7
580,8
580,9
580,10
580,11
580,12
580,13
580,14
580,15
600,0
600,1
600,2
600,3
600,4
600,5
600,6
600,7
600,8
600,9
600,10
600,11
600,12
600,13
600,14
600,15
620,0
620,1
620,2
620,3
620,4
620,5
620,6
620,7
620,8
620,9
620,10
620,11
620,12
620,13
620,14
620,15
640,0
640,1
640,2
640,3
640,4
640,5
640,6
640,7
640,8
640,9
640,10
640,11
640,12
640,13
640,14
640,15
660,0
660,1
660,2
660,3
660,4
660,5
660,6
660,7
660,8
660,9
660,10
660,11
660,12
660,13
660,14
660,15
680,0
680,1
680,2
