arrival_cycle,source_index
0,0
0,1
0,2
0,3
6,0
6,1
6,2
6,3
12,0
12,1
12,2
12,3
18,0
18,1
18,2
18,3
24,0
24,1
24,2
24,3
30,0
30,1
30,2
30,3
36,0
36,1
36,2
36,3
42,0
42,1
42,2
42,3
48,0
48,1
48,2
48,3
54,0
54,1
54,2
54,3
60,0
60,1
60,2
60,3
66,0
66,1
66,2
66,3
72,0
72,1
72,2
72,3
78,0
78,1
78,2
78,3
84,0
84,1
84,2
84,3
90,0
90,1
90,2
90,3
96,0
96,1
96,2
96,3
102,0
102,1
102,2
102,3
108,0
108,1
108,2
108,3
114,0
114,1
114,2
114,3
120,0
120,1
120,2
120,3
126,0
126,1
126,2
126,3
132,0
132,1
132,2
132,3
138,0
138,1
138,2
138,3
144,0
144,1
144,2
144,3
150,0
150,1
150,2
150,3
156,0
156,1
156,2
156,3
162,0
162,1
162,2
162,3
168,0
168,1
168,2
168,3
174,0
174,1
174,2
174,3
180,0
180,1
180,2
180,3
186,0
186,1
186,2
186,3
192,0
192,1
192,2
192,3
198,0
198,1
198,2
198,3
204,0
204,1
204,2
204,3
210,0
210,1
210,2
210,3
216,0
216,1
216,2
216,3
222,0
222,1
222,2
222,3
228,0
228,1
228,2
228,3
234,0
234,1
234,2
234,3
240,0
240,1
240,2
240,3
246,0
246,1
246,2
246,3
252,0
252,1
252,2
252,3
258,0
258,1
258,2
258,3
264,0
264,1
264,2
264,3
270,0
270,1
270,2
270,3
276,0
276,1
276,2
276,3
282,0
282,1
282,2
282,3
288,0
288,1
288,2
288,3
294,0
294,1
294,2
294,3
300,0
300,1
300,2
300,3
306,0
306,1
306,2
306,3
312,0
312,1
312,2
312,3
318,0
318,1
318,2
318,3
324,0
324,1
324,2
324,3
330,0
330,1
330,2
330,3
336,0
336,1
336,2
336,3
342,0
342,1
342,2
342,3
348,0
348,1
348,2
348,3
354,0
354,1
354,2
354,3
360,0
360,1
360,2
360,3
366,0
366,1
366,2
366,3
372,0
372,1
372,2
372,3
378,0
378,1
378,2
378,3
384,0
384,1
384,2
384,3
390,0
390,1
390,2
390,3
396,0
396,1
396,2
396,3
402,0
402,1
402,2
402,3
408,0
408,1
408,2
408,3
414,0
414,1
414,2
414,3
420,0
420,1
420,2
420,3
426,0
426,1
426,2
426,3
432,0
432,1
432,2
432,3
438,0
438,1
438,2
438,3
444,0
444,1
444,2
444,3
450,0
450,1
450,2
450,3
456,0
456,1
456,2
456,3
462,0
462,1
462,2
462,3
468,0
468,1
468,2
468,3
474,0
474,1
474,2
474,3
480,0
480,1
480,2
480,3
486,0
486,1
486,2
486,3
492,0
492,1
492,2
492,3
498,0
498,1
498,2
498,3
504,0
504,1
504,2
504,3
510,0
510,1
510,2
510,3
516,0
516,1
516,2
516,3
522,0
522,1
522,2
522,3
528,0
528,1
528,2
528,3
534,0
534,1
534,2
534,3
540,0
540,1
540,2
540,3
546,0
546,1
546,2
546,3
552,0
552,1
552,2
552,3
558,0
558,1
558,2
558,3
564,0
564,1
564,2
564,3
570,0
570,1
570,2
570,3
576,0
576,1
576,2
576,3
582,0
582,1
582,2
582,3
588,0
588,1
588,2
588,3
594,0
594,1
594,2
594,3
600,0
600,1
600,2
600,3
606,0
606,1
606,2
606,3
612,0
612,1
612,2
612,3
618,0
618,1
618,2
618,3
624,0
624,1
624,2
624,3
630,0
630,1
630,2
630,3
636,0
636,1
636,2
636,3
642,0
642,1
642,2
642,3
648,0
648,1
648,2
648,3
654,0
654,1
654,2
654,3
660,0
660,1
660,2
660,3
666,0
666,1
666,2
666,3
672,0
672,1
672,2
672,3
678,0
678,1
678,2
678,3
684,0
684,1
684,2
684,3
690,0
690,1
690,2
690,3
696,0
696,1
696,2
696,3
702,0
702,1
702,2
702,3
708,0
708,1
708,2
708,3
714,0
714,1
714,2
714,3
720,0
720,1
720,2
720,3
726,0
726,1
726,2
726,3
732,0
732,1
732,2
732,3
738,0
738,1
738,2
738,3
744,0
744,1
744,2
744,3
750,0
750,1
750,2
750,3
756,0
756,1
756,2
756,3
762,0
762,1
762,2
762,3
768,0
768,1
768,2
768,3
774,0
774,1
774,2
774,3
780,0
780,1
780,2
780,3
786,0
786,1
786,2
786,3
792,0
792,1
792,2
792,3
798,0
798,1
798,2
798,3
804,0
804,1
804,2
804,3
810,0
810,1
810,2
810,3
816,0
816,1
816,2
